,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target_encoded,Total Curricular units (grade),Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (without evaluations)
1870,0,7,1,13,1,0,0.0,0,18,2,7,2,0.0,1,0,1,0,1,0,0.076854167354404,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
1871,0,0,6,11,1,0,0.0,0,0,0,4,4,0.0,1,0,0,1,1,1,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-0.03288755267862939,-0.37101983423498863,0.342106715835676,0.9189578937826927,-1.7697133631024018,-0.23490997359881433
1872,0,15,1,11,1,0,0.0,0,0,0,4,10,0.0,0,0,0,1,1,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.6297154038598121,2.3082895965597006,0.6612622806321008,0.3895330061866227,0.949757451276701,-0.23490997359881433
1873,0,11,1,2,0,0,0.0,0,18,23,0,0,0.0,1,0,0,1,1,0,0.9247237397795528,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.048508126439125165,0.5055389154534011,-1.7697133631024018,-0.23490997359881433
1874,0,0,4,14,1,0,0.0,0,12,13,7,7,0.0,1,0,0,1,1,1,-0.4305196917739134,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.46708674990472937,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.25963353557025814,-0.23490997359881433
1875,0,0,1,11,1,0,0.0,0,21,26,9,9,0.0,0,0,0,1,1,0,0.2319638572181003,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5180624010889433,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1876,0,11,1,12,1,11,0.0,0,26,0,3,7,0.0,0,0,0,1,1,0,1.8229206672865463,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-2.1750170959725468,-0.37101983423498863,0.342106715835676,0.8796628855526071,-1.7697133631024018,2.5308555242735276
1877,0,0,5,11,1,0,0.0,0,21,13,4,4,0.0,1,0,0,1,1,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,0.4550819916450282,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1878,0,0,2,1,1,0,0.0,0,1,13,5,5,0.0,1,0,1,0,1,1,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1879,0,7,1,11,1,0,0.0,0,12,2,4,9,0.0,0,0,0,1,1,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5332130678565321,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1881,0,11,1,3,1,0,0.0,0,21,26,9,4,0.0,0,0,0,1,1,0,1.6174836223410072,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.38163493893144307,-0.37101983423498863,0.09160737073300991,0.8389888269142359,0.02752064147463172,-0.23490997359881433
1882,0,7,1,10,1,0,0.0,0,12,27,9,9,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,-0.048508126439125165,-0.9465282827770712,-1.7697133631024018,-0.23490997359881433
1883,0,0,1,1,1,0,0.0,0,0,13,10,5,0.0,1,0,0,1,1,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1885,0,0,1,11,1,0,0.0,0,12,1,9,3,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4493577524675843,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1886,0,14,1,3,1,13,0.0,0,21,26,9,7,0.0,1,0,0,0,1,0,1.0493139100671907,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.39884725779923313,1.9376183012426174,0.6612622806321008,1.2524078052435275,0.25963353557025814,-0.23490997359881433
1887,1,13,1,14,1,0,0.0,0,21,26,5,0,0.0,0,0,1,0,1,0,3.014712671796986,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,-2.1750170959725468,-0.37101983423498863,-0.5520982445232789,-0.476557028583653,-1.7697133631024018,-0.23490997359881433
1888,0,4,1,5,1,0,0.0,8,1,13,2,8,0.0,0,0,0,1,0,0,-0.8108027818016886,1,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.594623442172184,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.44497210209234944,-0.23490997359881433
1889,0,0,1,1,1,0,0.0,0,0,0,9,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1890,0,0,1,1,1,0,0.0,0,24,32,4,4,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1891,0,0,5,11,1,0,0.0,0,22,26,7,7,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5262555748982538,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1892,0,0,1,7,1,0,0.0,0,1,15,4,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.004403839180879903,-0.37101983423498863,-0.20082234344761415,0.3268641370706001,-1.7697133631024018,4.6639348761539
1894,0,8,1,1,1,0,0.0,0,0,0,4,3,0.0,1,0,0,1,0,0,0.076854167354404,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4272957337597852,4.094495883756161,1.8253094261344247,1.1302853027248534,1.5139903769278784,-0.23490997359881433
1897,0,0,1,14,1,0,0.0,0,2,2,2,2,0.0,1,0,1,0,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.4279532490182071,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.25963353557025814,-0.23490997359881433
1898,0,0,1,1,1,0,0.0,0,9,9,4,1,0.0,1,1,0,1,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1899,0,16,1,5,1,15,0.0,0,2,0,2,8,0.0,1,0,0,1,0,0,-0.253759460374585,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.5721010843688383,2.8307214448408473,0.9311044657754701,0.9569643062920277,0.8470299467730539,-0.23490997359881433
1900,0,13,1,14,1,0,0.0,0,0,26,3,0,0.0,0,0,1,1,0,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.500222066631922,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
1901,0,12,1,5,1,0,0.0,0,0,6,4,4,0.0,0,0,0,1,0,0,0.2319638572181003,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.45573408173888996,2.5958045901161935,1.0125381817077652,1.5340047120544686,0.949757451276701,-0.23490997359881433
1902,0,0,1,7,1,0,0.0,0,0,0,4,4,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5889837988449902,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.5992625156070168,-0.23490997359881433
1903,0,7,1,11,1,0,0.0,0,12,0,4,10,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5074053218491831,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1904,0,0,1,14,1,0,0.0,0,12,0,7,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.45382643681351864,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1905,0,14,1,9,1,13,0.0,0,0,26,4,8,0.0,1,0,0,1,0,1,-0.4305196917739134,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5441085675832871,1.9376183012426174,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1906,0,0,6,11,1,0,0.0,0,3,9,5,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.6002241719285237,-0.37101983423498863,0.4550819916450282,0.19034279433801699,0.8470299467730539,-0.23490997359881433
1907,0,0,6,11,1,0,0.0,0,12,0,9,10,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.49660645912976126,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1909,0,0,1,11,1,0,0.0,0,2,2,2,2,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5732009524803987,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1910,0,0,2,13,1,0,0.0,0,2,13,4,5,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5297417758569539,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.44497210209234944,-0.23490997359881433
1911,0,0,2,11,1,0,0.0,0,21,26,5,7,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4683384117443248,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1912,0,0,2,12,1,0,0.0,0,22,0,9,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.5786780484448718,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1913,1,7,3,2,0,0,0.0,0,12,26,3,3,0.0,0,0,1,0,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-0.1806465419270205,-0.37101983423498863,0.09160737073300991,0.5594598809220145,-1.7697133631024018,-0.23490997359881433
1914,0,0,1,15,1,0,0.0,0,9,9,9,4,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5469516617058646,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.44497210209234944,-0.23490997359881433
1915,0,0,4,11,1,0,0.0,0,0,26,4,8,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5268376491735647,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1916,0,7,5,11,1,0,0.0,0,12,27,5,8,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.47580811975481246,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1917,0,0,4,11,1,0,0.0,0,12,27,9,10,0.0,1,0,0,1,0,0,-0.4305196917739134,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.4829026579720499,-0.37101983423498863,0.4550819916450282,0.4489866395892748,0.8470299467730539,-0.23490997359881433
1918,0,0,2,4,1,0,0.0,0,12,26,9,9,0.0,1,0,0,1,0,1,-0.08485788691433913,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.42466033358063365,-0.37101983423498863,0.09160737073300991,0.3268641370706001,0.44497210209234944,-0.23490997359881433
1921,0,0,2,9,1,0,0.0,0,21,27,9,8,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5534532317152073,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1923,0,7,3,8,1,0,0.0,0,21,27,5,1,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4911526701323631,-0.37101983423498863,-0.20082234344761415,-0.14310711712281785,0.25963353557025814,-0.23490997359881433
1924,0,7,1,13,1,0,0.0,0,0,27,4,7,0.0,0,0,1,1,0,1,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.023114136496658933,-0.37101983423498863,0.09160737073300991,0.0355676612599826,-1.7697133631024018,-0.23490997359881433
1925,0,7,1,9,1,0,0.0,0,0,0,4,10,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5548597518074594,1.9376183012426174,0.342106715835676,0.26061229220679744,0.44497210209234944,-0.23490997359881433
1926,0,0,1,5,1,0,0.0,0,22,13,9,4,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4761178707763682,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,0.44497210209234944,-0.23490997359881433
1927,0,7,2,14,1,0,0.0,0,12,13,9,9,0.0,0,0,0,1,0,1,-0.8108027818016886,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.4981149199655651,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1929,0,7,3,11,1,0,0.0,0,0,0,9,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.6118351995130197,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1930,0,0,4,11,1,0,0.0,0,12,0,1,1,0.0,1,0,0,1,0,0,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5077032490105886,-0.37101983423498863,0.4550819916450282,0.3895330061866227,0.8470299467730539,-0.23490997359881433
1931,0,7,1,13,1,0,0.0,0,22,27,5,7,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5268376491735647,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1932,0,7,2,9,1,0,0.0,0,12,13,3,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.3788467780375411,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.25963353557025814,-0.23490997359881433
1933,0,11,1,11,1,11,0.0,0,12,26,9,4,0.0,0,0,0,1,0,1,0.38098922270875074,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5221693254954254,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1934,0,0,4,11,1,0,0.0,0,12,27,9,9,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4893265669051672,-0.37101983423498863,0.4550819916450282,0.3895330061866227,0.7314298216871751,-0.23490997359881433
1935,0,7,6,11,1,0,0.0,0,0,27,3,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5528899405460803,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1936,0,7,1,7,1,0,0.0,0,3,0,2,10,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.4941870756928697,-0.37101983423498863,0.09160737073300991,0.3268641370706001,0.25963353557025814,-0.23490997359881433
1937,1,0,1,11,1,0,0.0,0,12,27,4,5,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5401114312646368,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1938,0,11,1,5,1,0,0.0,0,12,13,4,10,0.0,0,0,0,1,0,0,0.2319638572181003,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.4695881464671619,1.0445151576443876,0.09160737073300991,0.6603140485314349,-0.7550399137660718,-0.23490997359881433
1939,0,0,2,14,1,0,0.0,0,2,2,3,4,0.0,1,0,0,1,0,0,-0.253759460374585,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.4377525938962186,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.44497210209234944,-0.23490997359881433
1940,0,0,2,10,1,0,0.0,0,0,0,9,4,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.4923677939253637,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
1941,0,0,1,9,1,0,0.0,0,22,27,9,6,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.5103796840712256,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1942,1,0,1,4,1,0,0.0,0,9,13,9,9,0.0,0,0,0,1,0,1,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5991603414457892,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1943,0,0,1,4,1,0,0.0,0,3,13,3,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4400221850672896,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.44497210209234944,-0.23490997359881433
1944,0,0,2,14,1,0,0.0,0,0,13,4,7,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.5297417758569539,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1945,0,0,4,11,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,1.0493139100671907,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.6031425368841383,-0.37101983423498863,0.4550819916450282,0.19034279433801699,0.8470299467730539,-0.23490997359881433
1946,0,0,1,11,1,0,0.0,0,12,27,5,3,0.0,0,0,0,1,0,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5604615859262582,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1947,0,7,1,5,1,0,0.0,0,0,13,4,10,0.0,1,0,0,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.4695881464671619,-0.37101983423498863,-0.20082234344761415,0.26061229220679744,0.02752064147463172,-0.23490997359881433
1948,0,0,1,14,1,0,0.0,0,22,27,9,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5198250565962441,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1949,0,8,1,11,1,0,0.0,0,22,26,5,5,0.0,0,0,0,1,0,0,-0.4305196917739134,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.4409929277089669,-0.37101983423498863,0.4550819916450282,0.610983551365563,0.7314298216871751,-0.23490997359881433
1950,0,0,1,10,1,0,0.0,0,22,27,4,7,0.0,0,0,0,1,0,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1951,0,13,2,10,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
1952,0,0,1,1,1,0,0.0,0,12,26,7,7,0.0,1,0,0,0,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1953,0,0,4,10,1,0,0.0,0,0,27,5,6,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.4471141507252421,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1955,0,8,1,15,1,0,0.0,0,12,27,4,0,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4801339143819658,-0.37101983423498863,0.342106715835676,0.4489866395892748,0.5992625156070168,-0.23490997359881433
1957,0,3,1,11,1,2,0.0,0,21,26,4,4,0.0,0,0,0,1,0,0,0.38098922270875074,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.6023476591883621,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1958,0,0,1,9,1,0,0.0,0,9,27,4,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.38093879605675174,-0.37101983423498863,0.09160737073300991,0.5594598809220145,0.5992625156070168,-0.23490997359881433
1960,0,0,1,9,1,0,0.0,0,0,0,4,9,0.0,1,0,1,1,0,1,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4850496147479954,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1962,0,0,1,13,1,0,0.0,0,0,0,5,4,0.0,1,0,0,1,0,1,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5239230947238819,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.44497210209234944,-0.23490997359881433
1963,0,0,2,11,1,0,0.0,0,0,0,4,4,0.0,1,0,0,1,0,1,-0.4305196917739134,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5130473230906066,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1964,0,7,1,5,1,0,0.0,0,0,2,4,1,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.3551121303467702,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,0.02752064147463172,-0.23490997359881433
1965,0,3,1,3,1,3,0.0,0,2,0,2,4,0.0,1,0,0,1,0,0,1.1699481614560376,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5378184847055745,2.9338545107325684,1.2363116761946304,0.8796628855526071,1.2032261078040918,-0.23490997359881433
1966,0,0,1,5,1,0,0.0,0,0,13,3,4,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.47982569241428386,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,0.02752064147463172,2.5308555242735276
